industry_id,industry_name,job_id,company_name,title,skills,zip_code,state,lat,long
1,Defense and Space Manufacturing,3887723170,Boeing,Senior Systems Engineering Manager | SE,"['collaboration', 'leadership', 'testing']",63932.0,MO,36.6899,-90.2508
1,Defense and Space Manufacturing,3887948282,EVONA,"Mission Operations, Software Engineer",['c'],95050.0,CA,37.3492,-121.953
1,Defense and Space Manufacturing,3889415852,ClearanceJobs,Software Engineer Level 4 with Security Clearance,"['decisionmaking', 'hadoop']",20701.0,MD,39.1332,-76.7988
1,Defense and Space Manufacturing,3889414948,ClearanceJobs,"Software Engineer Stf / Embedded / C++ / Orlando, FL with Security Clearance","['algorithms', 'c', 'c', 'hardware', 'flexibility', 'resilience', 'innovation']",32801.0,FL,28.5399,-81.3727
1,Defense and Space Manufacturing,3889414992,ClearanceJobs,Lead Software Engineer with Security Clearance,"['agile', 'automation', 'automation', 'devops', 'innovation', 'creativity']",20170.0,VA,38.9839,-77.3675
1,Defense and Space Manufacturing,3889414979,ClearanceJobs,Software Engineer (ICAM) with Security Clearance,"['programming', 'java', 'scripting', 'programming', 'ruby', 'testing', 'presentation', 'testing']",80902.0,CO,38.7536,-104.8063
1,Defense and Space Manufacturing,3888481540,EVONA,Flight Software Engineer,"['hardware', 'c', 'hardware']",90802.0,CA,33.7706,-118.182
1,Defense and Space Manufacturing,3888483471,EVONA,Embedded Software Engineer,"['hardware', 'c', 'hardware']",90802.0,CA,33.7706,-118.182
1,Defense and Space Manufacturing,3888484347,EVONA,Software Engineer,"['hardware', 'c', 'hardware']",90802.0,CA,33.7706,-118.182
1,Defense and Space Manufacturing,3889493057,SAIC,Software Engineer,"['testing', 'agile', 'javascript', 'sql', 'problemsolving', 'communication']",38053.0,TN,35.3185,-89.9054
1,Defense and Space Manufacturing,3886897649,Insight Global,Software Engineer (Local to Michigan),[''],48088.0,MI,42.5164,-82.9832
1,Defense and Space Manufacturing,3894974960,John Galt Staffing,JavaFX Software Engineer,['java'],20109.0,VA,38.793,-77.5266
1,Defense and Space Manufacturing,3895257177,JAM Staffing,Embedded Software Engineer,"['agile', 'programming']",78701.0,TX,30.2713,-97.7426
1,Defense and Space Manufacturing,3895270862,Boeing,Modeling and Simulation Software Engineer (Associate or Experienced),"['agile', 'agile', 'agile', 'testing', 'agile', 'algorithms']",80902.0,CO,38.7536,-104.8063
1,Defense and Space Manufacturing,3895521599,Anduril Industries,Mission Software Engineer - Fury / CCA (Generalist),"['networking', 'debugging', 'programming', 'planning', 'testing', 'communication', 'planning', 'planning', 'planning', 'planning', 'initiative']",20001.0,DC,38.9122,-77.0177
1,Defense and Space Manufacturing,3900954968,Raytheon,Software Engineer (SecDevOps),"['devops', 'devops', 'programming', 'bash', 'collaboration', 'cybersecurity']",20164.0,VA,39.023,-77.3994
1,Defense and Space Manufacturing,3902756366,"Mission Technologies, a division of HII",Software Engineer (Engineer Software 4) - 18587,"['hardware', 'programming', 'organization']",92101.0,CA,32.7185,-117.1593
1,Defense and Space Manufacturing,3900956151,Brooksource,Senior Software Engineer,"['testing', 'cybersecurity', 'hardware', 'bash', 'networking', 'cybersecurity', 'leadership']",48310.0,MI,42.5648,-83.0701
1,Defense and Space Manufacturing,3904381838,Hadrian,Backend Software Engineer,[''],90001.0,CA,33.9731,-118.2479
1,Defense and Space Manufacturing,3902752908,"Mission Technologies, a division of HII","Software Engineer, Associate (Engineer Software 1) - 18662","['hardware', 'programming', 'networking', 'communication', 'planning', 'organization']",21076.0,MD,39.1551,-76.7215
1,Defense and Space Manufacturing,3904422176,Anduril Industries,Senior Mission Software Engineer - Fury / CCA (Generalist),"['networking', 'debugging', 'programming', 'planning', 'testing', 'communication', 'planning', 'planning', 'planning', 'planning', 'initiative']",92626.0,CA,33.6801,-117.9085
1,Defense and Space Manufacturing,3904393410,Ultra Electronics Group,Principal Software Engineer,['collaboration'],20151.0,VA,38.8867,-77.4457
1,Defense and Space Manufacturing,3904419511,Anduril Industries,Senior Mission Software Engineer - Fury / CCA (Generalist),"['networking', 'debugging', 'programming', 'planning', 'testing', 'communication', 'planning', 'planning', 'planning', 'planning', 'initiative']",20001.0,DC,38.9122,-77.0177
1,Defense and Space Manufacturing,3904420347,Anduril Industries,Mission Software Engineer - Fury / CCA (Generalist),"['networking', 'debugging', 'programming', 'planning', 'testing', 'communication', 'planning', 'planning', 'planning', 'planning', 'initiative']",20001.0,DC,38.9122,-77.0177
1,Defense and Space Manufacturing,3904415625,Anduril Industries,Mission Software Engineer - Fury / CCA (C++/Rust),"['networking', 'debugging', 'c', 'rust', 'planning', 'testing', 'communication', 'planning', 'planning', 'initiative']",92626.0,CA,33.6801,-117.9085
1,Defense and Space Manufacturing,3902757351,Scientific Research Corporation,Software Engineer,"['agile', 'multitasking', 'hardware', 'communication', 'express', 'writing', 'agile', 'communication', 'javascript', 'organization']",29401.0,SC,32.7795,-79.9371
1,Defense and Space Manufacturing,3901347912,Searchability®,Senior Software Engineer,"['python', 'c', 'express', 'python']",78701.0,TX,30.2713,-97.7426
1,Defense and Space Manufacturing,3904944471,ClearanceJobs,DevOps Software Engineer with Security Clearance,"['devops', 'debugging', 'python', 'python', 'python', 'javascript', 'python', 'python', 'javascript']",20701.0,MD,39.1332,-76.7988
1,Defense and Space Manufacturing,3905207302,Space Dynamics Laboratory,Cloud Software Engineer,"['virtualization', 'communication']",84321.0,UT,41.747,-111.8226
1,Defense and Space Manufacturing,3903476557,EVONA,Staff Software Engineer - Ground Software,"['testing', 'communication', 'writing', 'kubernetes']",90802.0,CA,33.7706,-118.182
1,Defense and Space Manufacturing,3803052628,Insight Global,Flight Software Engineer,"['c', 'c', 'programming', 'testing', 'hardware', 'hardware', 'hardware']",77598.0,TX,29.5564,-95.144
1,Defense and Space Manufacturing,3901936750,Entegee,Embedded Software Engineer,['flexibility'],32901.0,FL,28.0691,-80.62
1,Defense and Space Manufacturing,3905294793,Boeing,"Embedded Software Engineer (Associate, Experienced Or Lead)","['programming', 'hardware', 'hardware', 'agile', 'communication', 'testing']",87417.0,NM,36.741,-108.351
1,Defense and Space Manufacturing,3905312135,Northrop Grumman,Software Engineer / Principal Software Engineer,"['devops', 'leadership', 'testing', 'automation', 'interpersonal', 'python', 'scripting', 'testing', 'automation', 'scripting', 'automation', 'python', 'scripting', 'automation', 'automation', 'leadership', 'python', 'bash', 'agile', 'automation', 'testing', 'containerization', 'containerization']",32901.0,FL,28.0691,-80.62
1,Defense and Space Manufacturing,3905311147,Northrop Grumman,Software Engineer/Principal Software Engineer - Active DoD Secret Clearance Required,"['organization', 'agile', 'agile', 'communication', 'interpersonal', 'problemsolving', 'teamwork']",32901.0,FL,28.0691,-80.62
1,Defense and Space Manufacturing,3903838894,Viasat,Software Engineer Intern,"['automation', 'communication', 'java', 'c', 'testing', 'automation', 'java', 'algorithms', 'java']",92008.0,CA,33.1602,-117.325
1,Defense and Space Manufacturing,3903840737,Viasat,Senior Software Engineer,"['devops', 'programming', 'programming', 'scripting', 'programming', 'react']",92008.0,CA,33.1602,-117.325
1,Defense and Space Manufacturing,3905332019,General Dynamics Mission Systems,Cybersecurity Software Engineer,"['agile', 'c', 'cybersecurity', 'cybersecurity', 'python', 'docker', 'testing', 'java', 'containerization', 'cybersecurity', 'problemsolving', 'cybersecurity', 'networking', 'innovation']",20109.0,VA,38.793,-77.5266
1,Defense and Space Manufacturing,3905324992,General Dynamics Mission Systems,Cybersecurity Software Engineer,"['agile', 'c', 'cybersecurity', 'cybersecurity', 'python', 'docker', 'testing', 'java', 'containerization', 'cybersecurity', 'problemsolving', 'cybersecurity', 'networking', 'innovation']",20109.0,VA,38.793,-77.5266
1,Defense and Space Manufacturing,3905330288,General Dynamics Mission Systems,Software Engineer,"['agile', 'testing', 'testing', 'c', 'java', 'leadership', 'innovation']",22030.0,VA,38.8458,-77.3242
1,Defense and Space Manufacturing,3903893128,The Aerospace Corporation,Integrated Testing and Facilities (IT&F) EHP SE&I Engineer,"['innovation', 'testing', 'testing', 'testing', 'testing', 'testing', 'testing', 'testing', 'testing', 'leadership', 'react', 'testing', 'testing', 'presentation', 'initiative', 'testing', 'testing', 'leadership', 'leadership', 'innovation']",75935.0,TX,31.7865,-94.1869
1,Defense and Space Manufacturing,3902301629,Blue Origin,Senior Flight Software Engineer - Space Systems Development,"['leadership', 'leadership', 'testing', 'communication', 'agile']",98101.0,WA,47.6114,-122.3305
1,Defense and Space Manufacturing,3905660238,Sandia National Laboratories,R&D Computer Science Software Engineer/Satellite Remote Systems (Experienced) - Onsite,"['agile', 'collaboration', 'programming', 'c', 'docker', 'testing', 'hardware', 'hardware']",87101.0,NM,35.1996,-106.6448
1,Defense and Space Manufacturing,3902809815,Blue Origin,Principal Embedded Software Engineer,"['testing', 'leadership', 'communication', 'hardware']",98101.0,WA,47.6114,-122.3305
1,Defense and Space Manufacturing,3902804598,Blue Origin,"Sr. Flight Software Engineer, Autonomous & Intelligent System Management - Space Systems Development","['leadership', 'communication', 'planning', 'algorithms']",98101.0,WA,47.6114,-122.3305
1,Defense and Space Manufacturing,3902806485,Blue Origin,"Flight Software Engineer III, Displays & Control - Space Systems Development","['leadership', 'debugging']",32952.0,FL,28.2764,-80.6568
1,Defense and Space Manufacturing,3904722200,Viasat,Software Engineer Intern,"['debugging', 'networking', 'scripting', 'python', 'networking']",95101.0,CA,37.3894,-121.8868
4,Software Development,3884439345,OSI Engineering,"Software Engineer for global computer software company in Redmond, WA.","['automation', 'automation', 'automation', 'automation', 'automation', 'problemsolving', 'communication', 'containerization', 'docker', 'devops']",98052.0,WA,47.6718,-122.1232
4,Software Development,3884805078,Prestige Staffing,Senior Software Engineer,"['microservices', 'java', 'spring', 'microservices', 'spring', 'communication', 'java', 'spring']",10001.0,NY,40.7484,-73.9967
4,Software Development,3884996017,Amazon,"Software Engineer, Translation Services","['programming', 'programming']",15201.0,PA,40.4752,-79.9528
4,Software Development,3884838225,Cox Automotive Inc.,Software Engineer I,"['organization', 'agile', 'organization', 'ruby', 'typescript', 'ansible', 'agile', 'creativity', 'agile', 'flexibility', 'innovation', 'planning']",30303.0,GA,33.7525,-84.3888
4,Software Development,3884839409,Boomi,Senior Software Engineer,[''],19428.0,PA,40.0825,-75.3044
4,Software Development,3884825974,Microsoft,Principal Software Engineer,"['organization', 'testing', 'machinelearning']",98052.0,WA,47.6718,-122.1232
4,Software Development,3885847461,HIRECLOUT,Senior Back-end Software Engineer (Contract) (Hybrid) – 4314,"['agile', 'python', 'agile', 'sql', 'microservices', 'writing', 'testing', 'problemsolving', 'communication', 'planning', 'writing', 'interpersonal', 'docker', 'nosql']",92602.0,CA,33.7419,-117.7467
4,Software Development,3885844769,HIRECLOUT,Frontend Software Engineer (Contract) (Hybrid) – 4315,"['programming', 'nodejs', 'css', 'bootstrap', 'agile', 'sql', 'writing', 'testing', 'problemsolving', 'communication', 'interpersonal', 'react', 'machinelearning', 'nosql']",92602.0,CA,33.7419,-117.7467
4,Software Development,3888009695,Procore Technologies,"Software Engineer 1, Backend",['organization'],78701.0,TX,30.2713,-97.7426
4,Software Development,3888036174,Dice,Software Engineer,"['spring', 'programming', 'programming', 'sql', 'programming', 'sql', 'problemsolving', 'communication', 'interpersonal', 'innovation']",11732.0,NY,40.8472,-73.5349
4,Software Development,3887578123,Adobe,Senior Software Engineer,"['spark', 'leadership', 'problemsolving', 'programming', 'kafka', 'communication', 'spark', 'spark']",95101.0,CA,37.3894,-121.8868
4,Software Development,3888972238,Procore Technologies,"Staff Software Engineer, Backend (Software Delivery)","['collaboration', 'java']",78701.0,TX,30.2713,-97.7426
4,Software Development,3887907452,"Niantic, Inc.","Software Engineer, Machine Learning","['automation', 'planning', 'programming', 'devops', 'communication', 'collaboration']",94085.0,CA,37.3886,-122.0177
4,Software Development,3887578127,Adobe,"Senior Software Engineer, Applied AI/ML, Audio/Video",['programming'],10001.0,NY,40.7484,-73.9967
4,Software Development,3889289967,Edison Smart,Wireless Embedded Software Engineer,['networking'],92602.0,CA,33.7419,-117.7467
4,Software Development,3889287646,Harness,Staff Software Engineer - UI,"['innovation', 'testing', 'innovation', 'devops', 'html', 'css', 'html', 'devops', 'docker', 'leadership', 'debugging', 'nodejs', 'docker']",94040.0,CA,37.3855,-122.088
4,Software Development,3888404626,Jobot,Senior Software Engineer,"['go', 'go', 'go', 'go', 'kubernetes', 'spark', 'docker']",19102.0,PA,39.9489,-75.1661
4,Software Development,3889756859,NAVEX,Senior Staff Software Engineer,"['agile', 'c', 'sql', 'innovation', 'communication']",28202.0,NC,35.229,-80.8419
4,Software Development,3889760312,NAVEX,Senior Staff Software Engineer,"['agile', 'c', 'sql', 'innovation', 'communication']",97201.0,OR,45.5078,-122.6897
4,Software Development,3894871488,ZipRecruiter,"Senior Software Engineer, Machine Learning","['algorithms', 'testing', 'algorithms', 'algorithms', 'algorithms']",94301.0,CA,37.4443,-122.1497
4,Software Development,3894873232,ZipRecruiter,"Senior Software Engineer, Machine Learning","['algorithms', 'testing', 'algorithms', 'algorithms', 'algorithms']",90401.0,CA,34.0176,-118.4907
4,Software Development,3894859846,"Core Techs, Inc",Senior Software Engineer,"['react', 'react', 'react', 'writing', 'communication', 'react', 'programming', 'react', 'react', 'react', 'devops', 'sql', 'automation']",27101.0,NC,36.1024,-80.2228
4,Software Development,3894904703,BrickRed Systems,Software Engineer in Test,"['rust', 'automation', 'testing', 'automation', 'innovation', 'hardware', 'rust', 'automation', 'devops', 'testing', 'hardware', 'hardware', 'hardware', 'hardware', 'testing', 'writing', 'testing', 'programming', 'automation', 'innovation', 'innovation']",98052.0,WA,47.6718,-122.1232
4,Software Development,3894959926,Altera,Senior Software Engineer - Infrastructure,"['communication', 'leadership', 'agile']",94025.0,CA,37.4396,-122.1864
4,Software Development,3895257177,JAM Staffing,Embedded Software Engineer,"['agile', 'programming']",78701.0,TX,30.2713,-97.7426
4,Software Development,3895536895,Qumulo,"Software Engineer, Core Data Services","['testing', 'programming', 'java', 'communication', 'debugging']",98101.0,WA,47.6114,-122.3305
4,Software Development,3894577520,Jobot,Senior Software Engineer,"['agile', 'typescript', 'problemsolving', 'communication', 'agile']",75001.0,TX,32.96,-96.8385
4,Software Development,3894603792,"Niantic, Inc.",Software Engineer,"['javascript', 'typescript', 'collaboration']",94301.0,CA,37.4443,-122.1497
4,Software Development,3894584864,Cohesity,Senior Software Engineer,"['cybersecurity', 'agile', 'debugging', 'testing']",95101.0,CA,37.3894,-121.8868
4,Software Development,3891813307,ByteDance,Senior Backend Software Engineer - Global E-Commerce Supply Chain Billing & Settlement,"['creativity', 'creativity', 'programming', 'creativity']",95101.0,CA,37.3894,-121.8868
4,Software Development,3891809965,ByteDance,Senior Backend Software Engineer - Global E-Commerce Supply Chain Billing & Settlement,"['creativity', 'creativity', 'programming', 'creativity']",98004.0,WA,47.6155,-122.2072
4,Software Development,3898161254,"Yoh, A Day & Zimmermann Company",.NET Software Engineer in Test (SDET),"['c', 'automation', 'collaboration', 'testing', 'c', 'automation', 'testing', 'automation', 'automation', 'agile', 'communication', 'programming', 'c', 'automation', 'sql', 'testing']",75038.0,TX,32.8653,-96.9905
4,Software Development,3898162883,"Zillion Technologies, Inc.",Embedded Software Engineer,"['programming', 'networking', 'networking', 'collaboration', 'scripting', 'bash', 'automation', 'scripting', 'debugging']",19102.0,PA,39.9489,-75.1661
4,Software Development,3901676239,Docusign,Software Engineer,"['writing', 'c', 'testing', 'communication', 'programming', 'nosql']",98101.0,WA,47.6114,-122.3305
4,Software Development,3898171204,ServiceCore,Senior Software Engineer (React+Full Stack),"['react', 'agile', 'programming', 'react', 'react', 'aspnet', 'testing', 'docker', 'hardware']",80722.0,CO,40.5082,-103.2749
4,Software Development,3902921380,Docusign,Software Engineer,"['spark', 'testing', 'c', 'sql', 'nosql']",60601.0,IL,41.8858,-87.6181
4,Software Development,3902950765,SoftWriters,Software Engineer,"['agile', 'creativity', 'react', 'communication', 'organization']",15201.0,PA,40.4752,-79.9528
4,Software Development,3902950761,SoftWriters,Software Engineer - Senior,"['agile', 'collaboration', 'planning', 'algorithms', 'leadership', 'testing', 'creativity', 'sql', 'typescript', 'react', 'communication']",15201.0,PA,40.4752,-79.9528
4,Software Development,3904371120,hackajob,Software Engineer,"['communication', 'java', 'programming', 'sql', 'nosql', 'sql', 'c', 'programming', 'kafka']",22101.0,VA,38.9326,-77.1706
4,Software Development,3904366020,Salesforce,Senior/Lead/Principal Full-Stack Software Engineer - Backend,"['organization', 'testing', 'automation', 'automation', 'programming', 'programming', 'programming', 'testing', 'testing', 'interpersonal', 'agile', 'initiative']",94301.0,CA,37.4443,-122.1497
4,Software Development,3900956078,Roblox,Senior Performance Software Engineer - Avatar,"['c', 'writing', 'c', 'go']",94401.0,CA,37.5735,-122.3225
4,Software Development,3900964417,Walmart Global Tech,Distinguished Software Engineer,"['algorithms', 'algorithms', 'python', 'cybersecurity']",94085.0,CA,37.3886,-122.0177
4,Software Development,3904394223,OpenGov Inc.,Sr. Software Engineer,"['agile', 'leadership', 'microservices', 'collaboration', 'devops', 'automation', 'innovation', 'programming', 'agile', 'javascript', 'microservices', 'sql']",98101.0,WA,47.6114,-122.3305
4,Software Development,3904389721,Moveworks,"Sr. Software Engineer, Search Relevance","['organization', 'automation']",94040.0,CA,37.3855,-122.088
